Department Id,Department Name,Latitude,Longitude
3,Footwear,18.28570366,-66.37050629
3,Footwear,18.2968502,-66.37062836
3,Footwear,40.65486527,-73.58707428
3,Footwear,38.74266434,-76.9917984
3,Footwear,35.36254501,-119.0186996
4,Apparel,40.74210739,-73.86962128
4,Apparel,39.28849411,-84.3551178
4,Apparel,39.1836586,-77.26545715
5,Golf,32.96593094,-96.84902191
5,Golf,39.1836586,-77.26545715
5,Golf,29.83435631,-95.33792877
5,Golf,40.65486527,-73.58707428
5,Golf,40.2372818,-76.96795654
5,Golf,34.20339966,-118.6059036
6,Outdoors,21.31185532,-158.0046844
6,Outdoors,40.09635925,-74.21524048
4,Apparel,43.21662521,-75.45603943
4,Apparel,33.21121979,-117.2510605
5,Golf,32.8013916,-97.3302536
5,Golf,43.78569031,-88.47438049
6,Outdoors,39.79661942,-75.47006989
3,Footwear,34.07656479,-117.61409
4,Apparel,28.62217712,-81.20755768
4,Apparel,42.9666214,-78.74194336
4,Apparel,21.30562019,-157.8386993
4,Apparel,33.18587494,-117.3658524
4,Apparel,43.02910233,-78.87342072
5,Golf,36.82690048,-119.6776962
5,Golf,40.70170975,-73.80841827
5,Golf,38.69002152,-90.14477539
5,Golf,42.41968918,-71.10621643
5,Golf,34.04991913,-117.7161026
5,Golf,33.41519928,-111.9199905
5,Golf,33.74279404,-117.8847504
5,Golf,39.9602356,-76.67675781
6,Outdoors,39.74543381,-104.8753815
3,Footwear,34.27391052,-118.7662125
3,Footwear,39.04636002,-76.98272705
3,Footwear,44.72552109,-93.20613098
3,Footwear,29.45598984,-98.52809143
3,Footwear,39.95672989,-75.19525909
3,Footwear,40.03775024,-75.06806183
3,Footwear,40.86353684,-73.87049866
4,Apparel,35.60034943,-77.33486939
4,Apparel,40.80119324,-74.48561096
4,Apparel,32.77627945,-117.1342163
4,Apparel,34.19039154,-119.177803
4,Apparel,25.82507515,-80.19588471
4,Apparel,35.13143921,-106.5452042
4,Apparel,35.18754196,-101.8676224
4,Apparel,28.08681297,-82.43898773
4,Apparel,44.07210541,-12.13232708
4,Apparel,40.41255188,-74.41832733
4,Apparel,34.85777283,-80.84423828
4,Apparel,34.06832504,-117.6557541
4,Apparel,29.7805748,-95.17199707
4,Apparel,37.05174255,-76.40163422
4,Apparel,40.74559021,-73.97927856
4,Apparel,35.93829727,-118.9438477
4,Apparel,45.59825897,-12.27242851
4,Apparel,41.3469696,-81.82631683
4,Apparel,31.65174103,-106.2676239
4,Apparel,29.77310181,-100.6121979
4,Apparel,40.86649323,-111.8493271
4,Apparel,47.39371109,-122.2228317
4,Apparel,41.74866486,-87.66320038
4,Apparel,41.95851135,-70.66861725
4,Apparel,40.59949493,-73.76248169
4,Apparel,29.66958237,-95.24147034
4,Apparel,40.01562119,-75.08410645
4,Apparel,34.27391052,-118.7662125
4,Apparel,42.39807892,-83.20157623
4,Apparel,33.77366638,-118.0033035
4,Apparel,32.74953461,-117.1046524
4,Apparel,41.89551926,-87.71821594
4,Apparel,33.99459839,-117.9534302
4,Apparel,37.32554245,-121.7993469
4,Apparel,41.71363831,-81.36167908
4,Apparel,37.34306717,-121.9839325
4,Apparel,33.68896103,-117.9957428
4,Apparel,33.79319763,-118.1895294
4,Apparel,33.75820923,-118.0019073
4,Apparel,26.21472931,-80.23004913
5,Golf,34.13932037,-117.9074402
5,Golf,26.0984993,-80.27095032
5,Golf,29.46007919,-98.52754211
5,Golf,40.35742188,-74.64842224
5,Golf,40.50980377,-74.26966858
5,Golf,25.93001556,-80.16291046
5,Golf,39.27056122,-84.27059174
5,Golf,36.91083145,-76.12958527
5,Golf,38.15983963,-85.59026337
5,Golf,43.16891098,-78.69216156
5,Golf,41.89491653,-87.76180267
5,Golf,40.58441544,-74.15991974
5,Golf,32.27982712,-110.9582291
5,Golf,41.92736816,-70.7484436
6,Outdoors,41.47653961,-81.72341919
6,Outdoors,40.87030411,-73.87062073
6,Outdoors,42.42012024,-79.31320953
6,Outdoors,37.92684937,-121.3893051
6,Outdoors,35.18754196,-101.8676224
6,Outdoors,39.45571137,-77.96917725
7,Fan Shop,39.6300354,-78.74319458
2,Fitness,40.56959915,-89.64508057
3,Footwear,30.49767876,-84.23183441
4,Apparel,30.35342217,-81.51309204
5,Golf,42.00220108,-71.51410675
5,Golf,38.1355629,-121.2693405
6,Outdoors,33.71007919,-84.11247253
2,Fitness,41.7158165,-87.7405777
3,Footwear,42.39391327,-83.00836945
3,Footwear,34.10591126,-118.1196442
3,Footwear,42.34568787,-83.52059174
3,Footwear,43.02910233,-78.87342072
3,Footwear,33.58987427,-112.1163712
3,Footwear,30.0380249,-90.25691986
3,Footwear,40.33852005,-80.1289444
3,Footwear,29.50280953,-98.5945282
3,Footwear,40.20738983,-74.79347992
3,Footwear,35.21362686,-89.82608032
3,Footwear,47.30304337,-122.3528137
3,Footwear,32.69542313,-117.0990067
3,Footwear,42.0063591,-87.66739655
3,Footwear,34.12594605,-118.2910156
3,Footwear,40.87142944,-73.87063599
3,Footwear,33.56687927,-117.7633209
3,Footwear,41.88238525,-88.20149994
4,Apparel,34.06787491,-117.9273758
4,Apparel,34.24124908,-119.1945419
4,Apparel,38.91826248,-77.03946686
4,Apparel,27.96565437,-82.25280762
4,Apparel,21.41555023,-157.803894
5,Golf,34.26494217,-119.218605
5,Golf,40.64059448,-73.97518921
5,Golf,33.22548676,-117.3070679
5,Golf,32.73230743,-97.47290802
5,Golf,41.95851135,-70.66861725
5,Golf,41.48426819,-81.5922699
5,Golf,39.92448425,-75.1757431
5,Golf,38.11602402,-121.3637238
5,Golf,35.40139771,-119.0448837
5,Golf,39.94662857,-75.21822357
5,Golf,33.78245163,-118.1922455
5,Golf,37.3288765,-121.8501511
5,Golf,35.75965881,-86.26461029
5,Golf,33.0895195,-117.2552032
5,Golf,39.3985405,-84.55661774
5,Golf,29.69653702,-95.6459198
5,Golf,40.82476044,-73.94992065
5,Golf,37.67551041,-122.0496826
5,Golf,39.42603684,-75.23985291
5,Golf,39.45571137,-77.96917725
5,Golf,40.74032211,-73.30113983
5,Golf,42.11048508,-88.08236694
5,Golf,33.08282852,-82.9998703
5,Golf,34.1971817,-118.4865265
5,Golf,25.94878006,-80.28707886
5,Golf,34.09960938,-118.3507385
5,Golf,44.95698166,-93.06536865
5,Golf,40.52578354,-74.39421845
5,Golf,29.73701477,-94.96875763
5,Golf,34.31019974,-118.4530792
5,Golf,44.05973816,-12.13093758
6,Outdoors,38.11602402,-121.3637238
6,Outdoors,25.89801979,-80.24020386
6,Outdoors,44.77007294,-93.28409576
6,Outdoors,40.85692978,-73.39674377
2,Fitness,18.29136658,-66.03705597
2,Fitness,37.34466934,-122.0356674
2,Fitness,29.60960579,-95.61593628
2,Fitness,18.26264191,-66.03705597
2,Fitness,42.34962845,-71.15328217
2,Fitness,18.25866509,-66.03705597
2,Fitness,33.77395248,-117.9618988
2,Fitness,18.21509743,-66.0370636
2,Fitness,46.81184387,-100.7877197
2,Fitness,18.20598602,-66.03705597
2,Fitness,39.14162064,-77.2270813
2,Fitness,18.20355415,-66.03705597
2,Fitness,21.32156754,-157.8721771
2,Fitness,33.90219879,-84.15373993
2,Fitness,18.21857071,-66.03705597
2,Fitness,36.91083145,-76.12958527
2,Fitness,34.13932037,-117.9074402
2,Fitness,40.86618042,-73.87023926
2,Fitness,18.27690888,-66.03705597
2,Fitness,40.3957901,-111.5488815
2,Fitness,35.56920242,-87.08045197
2,Fitness,18.25554657,-66.03705597
2,Fitness,37.92684937,-121.3893127
2,Fitness,34.02061462,-84.42745972
2,Fitness,18.23998261,-66.03705597
2,Fitness,42.83187103,-86.07852173
2,Fitness,42.25645828,-83.41688538
2,Fitness,40.66080093,-73.92007446
2,Fitness,18.2498951,-66.0370636
2,Fitness,39.68975067,-105.0245895
2,Fitness,42.52365494,-85.69445801
2,Fitness,18.29883003,-66.0370636
2,Fitness,41.7828064,-87.61464691
2,Fitness,18.29244614,-66.0370636
2,Fitness,42.40109634,-82.92513275
2,Fitness,18.20002747,-66.03704834
2,Fitness,36.04489517,-86.35327148
2,Fitness,18.23353386,-66.0370636
2,Fitness,41.47214127,-81.73681641
2,Fitness,18.28108215,-66.03705597
2,Fitness,43.16891098,-78.69216156
2,Fitness,18.20433235,-66.03705597
2,Fitness,38.77838135,-90.50777435
2,Fitness,34.09960938,-118.3507385
2,Fitness,37.32138825,-122.0307388
2,Fitness,18.23747444,-66.0370636
2,Fitness,37.15639114,-93.28601074
2,Fitness,18.28423882,-66.03704834
2,Fitness,33.64875412,-117.6374283
2,Fitness,34.11436462,-118.192482
2,Fitness,18.23448372,-66.0370636
2,Fitness,34.0256691,-84.35742188
2,Fitness,18.2726593,-66.03705597
2,Fitness,42.24398804,-83.61991119
2,Fitness,40.64059448,-73.97518921
2,Fitness,18.28867149,-66.0370636
2,Fitness,33.57873154,-112.266098
2,Fitness,18.20901108,-66.03705597
2,Fitness,33.76652145,-117.9461899
2,Fitness,18.29984283,-66.03705597
2,Fitness,39.81664658,-74.98467255
2,Fitness,35.28209686,-89.97310638
2,Fitness,36.0810051,-86.6870575
2,Fitness,18.27984047,-66.03704834
2,Fitness,40.65987396,-112.0028687
2,Fitness,18.25708389,-66.03704834
2,Fitness,35.36254501,-119.0186996
2,Fitness,18.21950722,-66.03704834
2,Fitness,34.07363892,-117.7083511
2,Fitness,18.25214958,-66.03705597
2,Fitness,30.49506187,-84.24580383
2,Fitness,18.2536087,-66.0370636
2,Fitness,40.68703461,-73.62446594
2,Fitness,18.26331902,-66.03705597
2,Fitness,40.76861954,-73.90949249
2,Fitness,37.01370621,-121.5893478
2,Fitness,18.21694946,-66.03705597
2,Fitness,34.13360977,-117.9058914
2,Fitness,18.28720284,-66.03705597
2,Fitness,36.11019898,-81.52600861
2,Fitness,40.88164902,-81.25228119
2,Fitness,44.63076019,-123.1084366
2,Fitness,18.1501503,-65.82595062
2,Fitness,18.24564171,-66.03705597
2,Fitness,40.68665695,-73.37553406
2,Fitness,41.42148209,-82.09407044
2,Fitness,18.20097351,-66.03704834
2,Fitness,33.93642426,-117.4205856
2,Fitness,18.29039574,-66.03705597
2,Fitness,33.83179474,-118.261322
2,Fitness,33.41001129,-111.7717972
2,Fitness,18.26308632,-66.03705597
2,Fitness,21.343153,-157.906601
2,Fitness,18.26687813,-66.03705597
5,Golf,18.23131371,-66.37062836
5,Golf,18.22298622,-66.37062836
3,Footwear,18.24115372,-66.37056732
3,Footwear,18.29496765,-66.37050629
4,Apparel,18.24503517,-66.3706131
4,Apparel,18.2848053,-66.37059021
4,Apparel,18.20116615,-66.37051392
4,Apparel,18.28177071,-66.3705368
4,Apparel,18.22202492,-66.37055969
5,Golf,18.20116615,-66.37051392
5,Golf,18.21871948,-66.37054443
6,Outdoors,18.25518417,-66.3706131
6,Outdoors,18.29124832,-66.37056732
4,Apparel,18.23452568,-66.37062073
2,Fitness,18.28279495,-66.37055969
3,Footwear,18.22754669,-66.04360199
3,Footwear,18.28764534,-66.3706131
4,Apparel,18.28764534,-66.3706131
5,Golf,18.27466202,-66.37058258
5,Golf,18.23387528,-66.3705368
3,Footwear,18.2833519,-66.37052155
6,Outdoors,18.2248497,-66.37051392
3,Footwear,18.26249504,-66.3705368
3,Footwear,18.23684692,-66.37060547
3,Footwear,18.24496269,-66.37059021
4,Apparel,18.24069786,-66.37055969
4,Apparel,18.35921478,-66.07779694
5,Golf,18.2275734,-66.0435791
5,Golf,18.20705986,-66.37054443
5,Golf,18.24979973,-66.37058258
5,Golf,18.27879143,-66.37057495
5,Golf,18.24411583,-66.37062836
6,Outdoors,18.24979973,-66.37058258
3,Footwear,18.24774361,-66.37059784
3,Footwear,18.26596832,-66.37063599
3,Footwear,18.20471764,-66.37059021
4,Apparel,18.24146652,-66.3705368
4,Apparel,18.26157761,-66.37051392
5,Golf,18.28203011,-66.37054443
5,Golf,18.24984551,-66.37050629
5,Golf,18.20086861,-66.37054443
6,Outdoors,18.21183395,-66.3705368
6,Outdoors,18.22026825,-66.37062836
4,Apparel,18.23062706,-66.37049866
4,Apparel,18.28871346,-66.37050629
5,Golf,18.23424339,-66.3706131
5,Golf,18.27477646,-66.37055969
5,Golf,18.29919052,-66.3705368
5,Golf,18.28240585,-66.37050629
6,Outdoors,18.28954887,-66.37055206
5,Golf,18.23452568,-66.37062073
3,Footwear,18.23068428,-66.37052918
4,Apparel,18.2865181,-66.37051392
4,Apparel,18.2077198,-66.37060547
4,Apparel,18.26106262,-66.3705368
4,Apparel,18.29281044,-66.3705368
3,Footwear,18.27898979,-66.37052918
5,Golf,18.23650742,-66.37051392
3,Footwear,18.28514671,-66.37062836
3,Footwear,18.27504158,-66.37062836
4,Apparel,18.25740433,-66.37059784
4,Apparel,18.26050758,-66.37062073
4,Apparel,18.35129356,-65.96311951
4,Apparel,18.22377396,-66.37060547
5,Golf,18.27504158,-66.37062836
5,Golf,18.28996849,-66.37054443
5,Golf,18.29444695,-66.37054443
5,Golf,18.22501564,-66.37062073
5,Golf,18.26050758,-66.37062073
5,Golf,18.21671295,-66.37058258
5,Golf,18.26249504,-66.3705368
6,Outdoors,18.20493317,-66.37052155
5,Golf,18.2505703,-66.37058258
3,Footwear,18.24984551,-66.37050629
3,Footwear,18.27092362,-66.37060547
3,Footwear,18.20765305,-66.37055969
3,Footwear,18.29643822,-66.37062073
4,Apparel,18.27996063,-66.0370636
4,Apparel,18.27352142,-66.3705368
4,Apparel,18.27092362,-66.37060547
4,Apparel,18.2275734,-66.0437088
4,Apparel,18.28501892,-66.37060547
4,Apparel,18.25903893,-66.3706131
4,Apparel,18.258358,-66.37052918
4,Apparel,18.20012474,-66.37051392
4,Apparel,18.253479,-66.03704834
4,Apparel,18.26423073,-66.37058258
4,Apparel,18.26229858,-66.37057495
4,Apparel,18.23555565,-66.37051392
4,Apparel,18.35419464,-66.07129669
4,Apparel,18.26428604,-66.37057495
4,Apparel,18.20765305,-66.37055969
4,Apparel,18.27635384,-66.03704834
4,Apparel,18.38596916,-66.0940094
4,Apparel,18.25274658,-66.37055206
4,Apparel,18.27530479,-66.37059784
4,Apparel,18.2621975,-66.37055969
4,Apparel,18.28342247,-66.37062836
4,Apparel,18.20552635,-66.37062836
4,Apparel,18.28616905,-66.37050629
4,Apparel,18.21555901,-66.37050629
4,Apparel,18.21617508,-66.3706131
4,Apparel,18.28969574,-66.37051392
4,Apparel,18.35910034,-66.07790375
4,Apparel,18.24693489,-66.37058258
4,Apparel,18.27720451,-66.3706131
4,Apparel,18.22757721,-66.04562378
4,Apparel,18.22154045,-66.37063599
4,Apparel,18.28162766,-66.37056732
4,Apparel,18.27949333,-66.37052918
4,Apparel,18.24738884,-66.37057495
4,Apparel,18.24751091,-66.02523804
4,Apparel,18.2270546,-66.3705368
4,Apparel,18.22216415,-66.37050629
4,Apparel,18.22205734,-66.37054443
4,Apparel,18.25374222,-66.37052155
4,Apparel,18.24692345,-66.37057495
4,Apparel,18.2378273,-66.37050629
4,Apparel,18.25463486,-66.37058258
4,Apparel,18.44484711,-66.38641357
4,Apparel,18.28811264,-66.37052918
4,Apparel,18.26673508,-66.37054443
4,Apparel,18.21918869,-66.37059021
4,Apparel,18.27349854,-66.3705368
4,Apparel,18.20230675,-66.37059021
4,Apparel,18.29667473,-66.37059784
4,Apparel,18.24366379,-66.37059021
4,Apparel,18.2256279,-66.04746246
4,Apparel,18.26177788,-66.37062836
4,Apparel,18.25260544,-66.37054443
4,Apparel,18.29477692,-66.3706131
4,Apparel,18.29958344,-66.37057495
4,Apparel,18.24162674,-66.37054443
4,Apparel,18.28249931,-66.37054443
4,Apparel,18.22836685,-66.3706131
4,Apparel,18.24680519,-66.37059021
4,Apparel,18.21118736,-66.03705597
4,Apparel,18.24645615,-66.37052918
4,Apparel,18.25728226,-66.37054443
4,Apparel,18.20616531,-66.3705368
4,Apparel,18.29564285,-66.37054443
4,Apparel,18.23519516,-66.37062073
4,Apparel,18.26007843,-66.03705597
4,Apparel,18.23197174,-66.37056732
4,Apparel,18.22748947,-66.37056732
4,Apparel,18.24496079,-66.3705368
4,Apparel,18.22985077,-66.37062073
4,Apparel,18.2062397,-66.37052918
4,Apparel,18.2316761,-66.37062073
4,Apparel,18.24105072,-66.37055969
4,Apparel,18.25338554,-66.37062073
4,Apparel,18.26959801,-66.37054443
4,Apparel,18.21268654,-66.37055969
4,Apparel,18.20005035,-67.14024353
5,Golf,18.20732117,-66.37050629
5,Golf,18.28301239,-66.37054443
5,Golf,18.20552635,-66.37062836
5,Golf,18.22255898,-66.3706131
5,Golf,18.27515984,-66.37052918
5,Golf,18.27308464,-66.37060547
5,Golf,18.24366379,-66.37059021
5,Golf,18.23312187,-66.37059021
5,Golf,18.25151444,-66.37062073
5,Golf,18.25733376,-66.3706131
5,Golf,18.35939407,-66.07751465
5,Golf,18.2261982,-66.37054443
5,Golf,18.1501503,-65.82595062
5,Golf,18.25289154,-66.37058258
5,Golf,18.29062271,-66.3706131
5,Golf,18.23957062,-66.3706131
5,Golf,18.26259232,-66.37062836
5,Golf,18.23168373,-66.37059784
5,Golf,18.2150116,-66.37063599
5,Golf,18.27042198,-66.37054443
5,Golf,18.20957184,-66.37057495
5,Golf,18.20209312,-66.37058258
5,Golf,18.24755478,-66.02526856
5,Golf,18.26036263,-66.37050629
5,Golf,18.21931267,-66.37059021
5,Golf,18.27332115,-66.37055206
5,Golf,18.28800392,-66.37052155
6,Outdoors,18.20149422,-66.37060547
6,Outdoors,18.23152924,-66.37050629
6,Outdoors,18.21571159,-66.37055969
6,Outdoors,18.29089546,-66.37055206
6,Outdoors,18.38011932,-66.18312836
6,Outdoors,18.27515984,-66.37052918
6,Outdoors,18.2150116,-66.37063599
4,Apparel,18.28710365,-66.37055206
4,Apparel,18.22939873,-66.37059784
4,Apparel,18.26259232,-66.37062836
4,Apparel,18.2241478,-66.0471344
4,Apparel,18.21200752,-66.37059021
4,Apparel,18.46923065,-66.727211
5,Golf,18.2133503,-66.37057495
5,Golf,18.27620125,-66.3706131
5,Golf,18.44484711,-66.38641357
5,Golf,18.25338554,-66.37062073
5,Golf,18.35900879,-66.07815552
5,Golf,18.24739647,-66.37052918
5,Golf,18.23075676,-66.37062073
3,Footwear,18.20134735,-66.37060547
3,Footwear,18.28247643,-66.3706131
3,Footwear,18.29255867,-66.37062073
2,Fitness,18.23379898,-66.37056732
3,Footwear,18.28480911,-66.3706131
3,Footwear,18.26480103,-66.37057495
3,Footwear,18.28333664,-66.3705368
3,Footwear,18.20988464,-66.37062073
3,Footwear,18.27076912,-66.37062836
3,Footwear,18.22725487,-66.37063599
3,Footwear,18.20970345,-66.37059021
3,Footwear,18.28375816,-66.37057495
3,Footwear,18.22048569,-66.3706131
4,Apparel,18.20371819,-66.37052155
4,Apparel,18.21478081,-66.37056732
4,Apparel,18.2421093,-66.37052155
4,Apparel,18.29685593,-66.37057495
4,Apparel,18.25239372,-66.37055206
4,Apparel,18.26480103,-66.37057495
4,Apparel,18.28333664,-66.3705368
4,Apparel,18.33710861,-66.99221802
5,Golf,18.23619652,-66.37049866
5,Golf,18.22288513,-66.37058258
5,Golf,18.22048569,-66.3706131
5,Golf,18.24063492,-66.37050629
5,Golf,18.22028542,-66.37062836
5,Golf,18.2725296,-66.37059784
5,Golf,18.27444458,-66.37059021
5,Golf,18.20542717,-66.37052918
5,Golf,18.24677658,-66.37056732
3,Footwear,40.74559021,-73.97927856
3,Footwear,33.4926796,-112.2088623
4,Apparel,44.05007172,-123.1093521
4,Apparel,33.78982544,-118.1819992
4,Apparel,42.17575073,-88.32157135
4,Apparel,39.64605331,-86.11961365
4,Apparel,33.9598465,-118.3780823
4,Apparel,34.13899231,-118.3884659
5,Golf,39.26515198,-76.77284241
5,Golf,40.21802902,-77.1828537
5,Golf,40.56678009,-74.11734772
5,Golf,42.17575073,-88.32157135
5,Golf,33.88898468,-118.2071152
5,Golf,34.03212357,-84.51288605
5,Golf,40.70602036,-74.08685303
5,Golf,33.8371048,-118.1900482
5,Golf,33.9598465,-118.3780823
5,Golf,35.0965271,-90.06786346
6,Outdoors,28.08681297,-82.43898773
2,Fitness,41.85577774,-88.00856781
3,Footwear,33.79024124,-118.2131653
4,Apparel,40.66577148,-73.89246368
5,Golf,41.63562393,-70.93080139
5,Golf,41.50205994,-74.01177216
5,Golf,25.74613953,-80.39176178
5,Golf,40.24931717,-75.25538635
5,Golf,40.66577148,-73.89246368
6,Outdoors,33.79024124,-118.2131653
3,Footwear,33.95993424,-118.3780823
4,Apparel,39.13785553,-76.81587219
4,Apparel,33.47337341,-112.1697769
4,Apparel,33.87593842,-118.0005798
4,Apparel,39.27495956,-76.61506653
4,Apparel,38.48671341,-121.459343
4,Apparel,41.89535523,-87.72576141
5,Golf,36.08757019,-79.88663483
5,Golf,37.37883377,-121.8303375
